code,trust_name,total_waiting_list,Date
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,6026,2020-07-01
NT401,BMI - The Alexandra Hospital,154,2020-07-01
NT403,BMI - The Beardwood Hospital,24,2020-07-01
NT404,BMI - The Beaumont Hospital,24,2020-07-01
NT420,BMI - The Highfield Hospital,17,2020-07-01
NT497,BMI Gisburne Park Hospital,0,2020-07-01
NT449,BMI The Lancaster Hospital,0,2020-07-01
RMC,Bolton NHS Foundation Trust,5647,2020-07-01
RY2,Bridgewater Community Healthcare NHS Foundation Trust,521,2020-07-01
RJR,Countess of Chester Hospital NHS Foundation Trust,5764,2020-07-01
DKE,Curx Health Limited,279,2020-07-01
NEM,Diagnostic Healthcare Ltd,1737,2020-07-01
RJN,East Cheshire NHS Trust,5166,2020-07-01
RXR,East Lancashire Hospitals NHS Trust,9351,2020-07-01
NVC05,Euxton Hall Hospital,120,2020-07-01
NVG01,Fairfield Hospital,63,2020-07-01
NVC07,Fulwood Hall Hospital,63,2020-07-01
NLE06,Glodwick Primary Care Centre,375,2020-07-01
NFO,Kleyn Healthcare,0,2020-07-01
RW5,Lancashire & South Cumbria NHS Foundation Trust,474,2020-07-01
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,9663,2020-07-01
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,867,2020-07-01
REM,Liverpool University Hospitals NHS Foundation Trust,15342,2020-07-01
REP,Liverpool Women's NHS Foundation Trust,551,2020-07-01
NN5,Manchester Surgical Services Ltd,82,2020-07-01
R0A,Manchester University NHS Foundation Trust,23340,2020-07-01
C81081,Manor House Surgery,24,2020-07-01
RBT,Mid Cheshire Hospitals NHS Foundation Trust,6613,2020-07-01
NV10Y,North West Cats - Inhealth Pathway Management Centre,2052,2020-07-01
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",7,2020-07-01
NVC12,Oaklands Hospital,96,2020-07-01
NV6,PDS Medical Ltd,151,2020-07-01
RW6,Pennine Acute Hospitals NHS Trust,17014,2020-07-01
NVC16,Renacres Hospital,74,2020-07-01
RM3,Salford Royal NHS Foundation Trust,11637,2020-07-01
NFB,Scan Assure Medical Ultrasound Limited,374,2020-07-01
RVY,Southport and Ormskirk Hospital NHS Trust,2699,2020-07-01
NPG13,Spamedica - Skelmersdale,0,2020-07-01
NPG08,Spamedica (Bolton),0,2020-07-01
NPG01,Spamedica (Manchester),0,2020-07-01
NPG02,Spamedica (Wirral),0,2020-07-01
NPG06,Spamedica Liverpool,0,2020-07-01
NPG17,Spamedica Preston,0,2020-07-01
NPG14,Spamedica Widnes,0,2020-07-01
NT324,Spire Cheshire Hospital,50,2020-07-01
NT347,Spire Fylde Coast Hospital,4,2020-07-01
NT337,Spire Liverpool Hospital,167,2020-07-01
NT327,Spire Manchester Hospital,62,2020-07-01
NT325,Spire Murrayfield Hospital,11,2020-07-01
NT339,Spire Regency Hospital,152,2020-07-01
RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,8087,2020-07-01
RWJ,Stockport NHS Foundation Trust,10774,2020-07-01
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,5227,2020-07-01
RBV,The Christie NHS Foundation Trust,319,2020-07-01
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,24,2020-07-01
NPF01,The Industrial Diagnostics Company,28,2020-07-01
RET,The Walton Centre NHS Foundation Trust,905,2020-07-01
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,6754,2020-07-01
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,9532,2020-07-01
RY7,Wirral Community Health and Care NHS Foundation Trust,136,2020-07-01
RBL,Wirral University Teaching Hospital NHS Foundation Trust,6475,2020-07-01
RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",4528,2020-07-01
AAF,360 Care Ltd,371,2020-07-01
RCF,Airedale NHS Foundation Trust,3356,2020-07-01
RFF,Barnsley Hospital NHS Foundation Trust,5923,2020-07-01
NT440,BMI - Thornbury Hospital,27,2020-07-01
NT447,BMI The Duchy Hospital,2,2020-07-01
NT448,BMI The Huddersfield Hospital,3,2020-07-01
NT457,BMI Woodlands Hospital,17,2020-07-01
RAE,Bradford Teaching Hospitals NHS Foundation Trust,9008,2020-07-01
RWY,Calderdale and Huddersfield NHS Foundation Trust,10415,2020-07-01
NVC28,Clifton Park Hospital,0,2020-07-01
NVC29,Cobalt Hospital,0,2020-07-01
RXP,County Durham and Darlington NHS Foundation Trust,6509,2020-07-01
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,13914,2020-07-01
RR7,Gateshead Health NHS Foundation Trust,6482,2020-07-01
A84031,Greystoke Surgery,0,2020-07-01
RCD,Harrogate and District NHS Foundation Trust,3569,2020-07-01
RWA,Hull University Teaching Hospitals NHS Trust,8196,2020-07-01
RY6,Leeds Community Healthcare NHS Trust,620,2020-07-01
RR8,Leeds Teaching Hospitals NHS Trust,11299,2020-07-01
RXF,Mid Yorkshire Hospitals NHS Trust,6725,2020-07-01
NX2,Minor Ops Ltd,0,2020-07-01
RNN,North Cumbria Integrated Care NHS Foundation Trust,12471,2020-07-01
RVW,North Tees and Hartlepool NHS Foundation Trust,4625,2020-07-01
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,17613,2020-07-01
RTF,Northumbria Healthcare NHS Foundation Trust,8345,2020-07-01
NQH,Novus Health Ltd,0,2020-07-01
NT225,"Nuffield Health, Leeds Hospital",11,2020-07-01
NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",1,2020-07-01
NT237,"Nuffield Health, Tees Hospital",0,2020-07-01
NT245,"Nuffield Health, York Hospital",15,2020-07-01
NVC14,Park Hill Hospital,0,2020-07-01
NEQ,Phoenix Health Solutions Limited HQ,142,2020-07-01
NEY,Pioneer Healthcare Limited,65,2020-07-01
RCU,Sheffield Children's NHS Foundation Trust,1127,2020-07-01
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,11067,2020-07-01
RTR,South Tees Hospitals NHS Foundation Trust,6690,2020-07-01
R0B,South Tyneside and Sunderland NHS Foundation Trust,6751,2020-07-01
RXG,South West Yorkshire Partnership NHS Foundation Trust,271,2020-07-01
NPG10,Spamedica (Sheffiled),0,2020-07-01
NPG12,Spamedica Eccleshill Treatment Centre,0,2020-07-01
NPG07,Spamedica Eye Hospital (Wakefield),0,2020-07-01
NPG18,Spamedica Hull,0,2020-07-01
NT348,Spire Elland Hospital,274,2020-07-01
NT351,Spire Hull and East Riding Hospital,96,2020-07-01
NT332,Spire Leeds Hospital,6,2020-07-01
NT350,Spire Methley Park Hospital,22,2020-07-01
NT333,Spire Washington Hospital,38,2020-07-01
NVC0R,Tees Valley Hospital,4,2020-07-01
AJ8,The Grange Medical Centre HQ,200,2020-07-01
NID,The Living Care Group,0,2020-07-01
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,9998,2020-07-01
RFR,The Rotherham NHS Foundation Trust,6800,2020-07-01
NVC20,The Yorkshire Clinic,137,2020-07-01
NN4,Tyneside Surgical Services Ltd,121,2020-07-01
AGA,Westcliffe Health Innovations Ltd,26,2020-07-01
RCB,York Teaching Hospital NHS Foundation Trust,7757,2020-07-01
NKO,Yorkshire Health Solutions Ltd,214,2020-07-01
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",10753,2020-06-01
R1H,Barts Health NHS Trust,18839,2020-06-01
NT405,BMI - Bishops Wood,3,2020-06-01
NT409,BMI - Chelsfield Park Hospital,9,2020-06-01
NT416,BMI - Hendon Hospital,16,2020-06-01
NT436,BMI - Shirley Oaks Hospital,17,2020-06-01
NT406,BMI - The Blackheath Hospital,8,2020-06-01
NT411,BMI - The Clementine Churchill Hospital,24,2020-06-01
NT421,BMI - The Kings Oak Hospital,0,2020-06-01
NT422,BMI - The London Independent Hospital,3,2020-06-01
NT437,BMI - The Sloane Hospital,0,2020-06-01
NT451,BMI The Cavell Hospital,19,2020-06-01
NQV,Bromley Healthcare,65,2020-06-01
RV3,Central and North West London NHS Foundation Trust,75,2020-06-01
RQM,Chelsea and Westminster Hospital NHS Foundation Trust,14299,2020-06-01
RJ6,Croydon Health Services NHS Trust,7195,2020-06-01
RVR,Epsom and St Helier University Hospitals NHS Trust,13007,2020-06-01
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,1695,2020-06-01
RJ1,Guy's and St Thomas' NHS Foundation Trust,11296,2020-06-01
RQX,Homerton University Hospital NHS Foundation Trust,4593,2020-06-01
RY9,Hounslow and Richmond Community Healthcare NHS Trust,107,2020-06-01
RYJ,Imperial College Healthcare NHS Trust,19434,2020-06-01
RJZ,King's College Hospital NHS Foundation Trust,13241,2020-06-01
RAX,Kingston Hospital NHS Foundation Trust,6041,2020-06-01
RJ2,Lewisham and Greenwich NHS Trust,14138,2020-06-01
R1K,London North West University Healthcare NHS Trust,14315,2020-06-01
RP6,Moorfields Eye Hospital NHS Foundation Trust,160,2020-06-01
NTP15,North East London Treatment Centre Care UK,89,2020-06-01
RAP,North Middlesex University Hospital NHS Trust,5925,2020-06-01
RT3,Royal Brompton & Harefield NHS Foundation Trust,550,2020-06-01
RAL,Royal Free London NHS Foundation Trust,22509,2020-06-01
RAN,Royal National Orthopaedic Hospital NHS Trust,2192,2020-06-01
RV5,South London and Maudsley NHS Foundation Trust,0,2020-06-01
NT314,Spire London East,61,2020-06-01
NT3X3,Spire St Anthony's Hospital,72,2020-06-01
RJ7,St George's University Hospitals NHS Foundation Trust,7963,2020-06-01
DK6,Surgimed Healthcare Ltd,28,2020-06-01
RAS,The Hillingdon Hospitals NHS Foundation Trust,3271,2020-06-01
RPY,The Royal Marsden NHS Foundation Trust,0,2020-06-01
RRV,University College London Hospitals NHS Foundation Trust,11199,2020-06-01
RKL,West London NHS Trust,408,2020-06-01
NVC0M,West Valley Hospital,9,2020-06-01
RKE,Whittington Health NHS Trust,3552,2020-06-01
NNV,Your Healthcare,0,2020-06-01
NT402,BMI - Bath Clinic,1,2020-06-01
NT419,BMI - The Harbour Hospital,1,2020-06-01
NT430,BMI - The Ridgeway Hospital,12,2020-06-01
NT443,BMI - The Winterbourne Hospital,2,2020-06-01
NX0,Chime Social Enterprise,1254,2020-06-01
NV302,Circle Bath Hospital,72,2020-06-01
RJ8,Cornwall Partnership NHS Foundation Trust,18,2020-06-01
NTPH3,Devizes NHS Treatment Centre,285,2020-06-01
RBD,Dorset County Hospital NHS Foundation Trust,3991,2020-06-01
RDY,Dorset Healthcare University NHS Foundation Trust,1039,2020-06-01
NVC04,Duchy Hospital,1,2020-06-01
NGL,Echogenicity Limited,333,2020-06-01
NTPH2,Emersons Green NHS Treatment Centre,653,2020-06-01
NCL01,Express Diagnostics (Derriford),55,2020-06-01
RTQ,Gloucestershire Health and Care NHS Foundation Trust,23,2020-06-01
RTE,Gloucestershire Hospitals NHS Foundation Trust,6480,2020-06-01
NWV,GP Care UK Limited,991,2020-06-01
RN3,Great Western Hospitals NHS Foundation Trust,7292,2020-06-01
NXP,Independent Health Group,8,2020-06-01
NV11D,Inhealth - Prime Endoscopy Bristol,484,2020-06-01
NVC08,Mount Stuart Hospital,10,2020-06-01
NVC09,New Hall Hospital,38,2020-06-01
RVJ,North Bristol NHS Trust,9757,2020-06-01
RBZ,Northern Devon Healthcare NHS Trust,3328,2020-06-01
NT202,"Nuffield Health, Bournemouth Hospital",0,2020-06-01
NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",2,2020-06-01
NT211,"Nuffield Health, Cheltenham Hospital",0,2020-06-01
NT215,"Nuffield Health, Exeter Hospital",0,2020-06-01
NT238,"Nuffield Health, Taunton Hospital",0,2020-06-01
NTPH5,Peninsula NHS Treatment Centre,47,2020-06-01
NEF,Peninsula Ultrasound Limited,1313,2020-06-01
RD3,Poole Hospital NHS Foundation Trust,3527,2020-06-01
REF,Royal Cornwall Hospitals NHS Trust,7307,2020-06-01
RH8,Royal Devon and Exeter NHS Foundation Trust,5891,2020-06-01
RD1,Royal United Hospitals Bath NHS Foundation Trust,9363,2020-06-01
RNZ,Salisbury NHS Foundation Trust,3236,2020-06-01
NTPH1,Shepton Mallet NHS Treatment Centre,61,2020-06-01
RH5,Somerset NHS Foundation Trust,7047,2020-06-01
NT302,Spire Bristol Hospital,6,2020-06-01
NQT5K,St Martins Hospital,533,2020-06-01
AAH,Tetbury Hospital Trust Ltd,0,2020-06-01
NFC01,The Outside Clinic HQ,1071,2020-06-01
RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,4349,2020-06-01
RA9,Torbay and South Devon NHS Foundation Trust,2899,2020-06-01
DTM,Ultracardiac Ltd,334,2020-06-01
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,9978,2020-06-01
RK9,University Hospitals Plymouth NHS Trust,7889,2020-06-01
NVC22,Winfield Hospital,1,2020-06-01
RA4,Yeovil District Hospital NHS Foundation Trust,1632,2020-06-01
NWT,Action For Deafness,425,2020-06-01
RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,6037,2020-06-01
NVC01,Ashtead Hospital,32,2020-06-01
NWF01,Benenden Hospital,0,2020-06-01
RWX,Berkshire Healthcare NHS Foundation Trust,185,2020-06-01
DN4,Berkshire West Community Endoscopy Service,0,2020-06-01
NT417,BMI - Goring Hall Hospital,2,2020-06-01
NT433,BMI - Sarum Road Hospital,0,2020-06-01
NT408,BMI - The Chaucer Hospital,3,2020-06-01
NT410,BMI - The Chiltern Hospital,3,2020-06-01
NT418,BMI - The Hampshire Clinic,5,2020-06-01
NT428,BMI - The Princess Margaret Hospital,2,2020-06-01
NT431,BMI - The Runnymede Hospital,0,2020-06-01
NT435,BMI - The Shelburne Hospital,0,2020-06-01
NT455,BMI Mount Alvernia Hospital,3,2020-06-01
RXH,Brighton and Sussex University Hospitals NHS Trust,7797,2020-06-01
RXQ,Buckinghamshire Healthcare NHS Trust,4203,2020-06-01
NV323,Circle Reading Hospital,72,2020-06-01
RN7,Dartford and Gravesham NHS Trust,7034,2020-06-01
NGD01,Diagnostic Ultrasound Services,0,2020-06-01
NNE,Dorking Healthcare Limited (DHC),187,2020-06-01
RVV,East Kent Hospitals University NHS Foundation Trust,11719,2020-06-01
RXC,East Sussex Healthcare NHS Trust,8224,2020-06-01
NVM,Epsomedical Group,38,2020-06-01
NDJ,First Community Health and Care CIC,148,2020-06-01
RDU,Frimley Health NHS Foundation Trust,9855,2020-06-01
ATK,GP Health Partners Ltd,44,2020-06-01
RN5,Hampshire Hospitals NHS Foundation Trust,6708,2020-06-01
NWX,Here,479,2020-06-01
NVC25,Horton NHS Treatment Centre,0,2020-06-01
NV1,Inhealth Limited,10600,2020-06-01
NHA,Insidevue Limited,88,2020-06-01
R1F,Isle of Wight NHS Trust,1862,2020-06-01
G82114,Ivy Court Surgery,0,2020-06-01
RYY,Kent Community Health NHS Foundation Trust,64,2020-06-01
ADP02,Kims Hospital (Newnham Court),4,2020-06-01
RWF,Maidstone and Tunbridge Wells NHS Trust,6984,2020-06-01
DC8,Medical Imaging Partnership Ltd,312,2020-06-01
RPA,Medway NHS Foundation Trust,7208,2020-06-01
NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,1061,2020-06-01
NVC11,North Downs Hospital,24,2020-06-01
NT205,"Nuffield Health, Brighton Hospital",1,2020-06-01
NT212,"Nuffield Health, Chichester Hospital",0,2020-06-01
NT218,"Nuffield Health, Haywards Heath Hospital",0,2020-06-01
NT241,"Nuffield Health, Woking Hospital",0,2020-06-01
RTH,Oxford University Hospitals NHS Foundation Trust,13687,2020-06-01
RPG,Oxleas NHS Foundation Trust,163,2020-06-01
H82017,Park Surgery,112,2020-06-01
RHU,Portsmouth Hospitals NHS Trust,5938,2020-06-01
RPC,Queen Victoria Hospital NHS Foundation Trust,558,2020-06-01
RHW,Royal Berkshire NHS Foundation Trust,5327,2020-06-01
RA2,Royal Surrey County Hospital NHS Foundation Trust,3767,2020-06-01
R1C,Solent NHS Trust,316,2020-06-01
NTP11,Southampton NHS Treatment Centre,229,2020-06-01
RW1,Southern Health NHS Foundation Trust,964,2020-06-01
NT312,Spire Alexandra Hospital,110,2020-06-01
NT345,Spire Clare Park Hospital,4,2020-06-01
NT344,Spire Dunedin Hospital,0,2020-06-01
NT308,Spire Gatwick Park Hospital,0,2020-06-01
NT364,Spire Montefiore Hospital,0,2020-06-01
NT305,Spire Portsmouth Hospital,13,2020-06-01
NT304,Spire Southampton Hospital,24,2020-06-01
NT309,Spire Sussex Hospital,4,2020-06-01
NT343,Spire Thames Valley Hospital,0,2020-06-01
NT310,Spire Tunbridge Wells Hospital,21,2020-06-01
NTPAD,St Mary's NHS Treatment Centre,584,2020-06-01
RTP,Surrey and Sussex Healthcare NHS Trust,4447,2020-06-01
RDR,Sussex Community NHS Foundation Trust,1058,2020-06-01
NL2,Sussex Health Care Audiology Ltd,29,2020-06-01
NMC01,Sussex Medical Centre Ltd (Clive Avenue),1695,2020-06-01
AJX,Sussex MSK Partnership 2,141,2020-06-01
NVC02,The Berkshire Independent Hospital,0,2020-06-01
NXM01,The Horder Centre - St Johns Road,6,2020-06-01
RHM,University Hospital Southampton NHS Foundation Trust,6985,2020-06-01
RYR,Western Sussex Hospitals NHS Foundation Trust,9340,2020-06-01
G82729,White Cliffs Medical Centre,129,2020-06-01
G82071,Whitstable Medical Practice,120,2020-06-01
NTP16,Will Adams NHS Treatment Centre,25,2020-06-01
NTP13,Barlborough NHS Treatment Centre,39,2020-06-01
RQ3,Birmingham Women's and Children's NHS Foundation Trust,1919,2020-06-01
NT412,BMI - The Droitwich Spa Hospital,21,2020-06-01
NT424,BMI - The Meriden Hospital,6,2020-06-01
NT427,BMI - The Park Hospital,6,2020-06-01
NT429,BMI - The Priory Hospital,0,2020-06-01
NT441,BMI - Three Shires Hospital,1,2020-06-01
NT445,BMI The Edgbaston Hospital,0,2020-06-01
NT450,BMI The Lincoln Hospital,5,2020-06-01
NVC27,Boston West Hospital,0,2020-06-01
RFS,Chesterfield Royal Hospital NHS Foundation Trust,5535,2020-06-01
RYG,Coventry and Warwickshire Partnership NHS Trust,350,2020-06-01
NEP,Diagnostic World Ltd,936,2020-06-01
RLT,George Eliot Hospital NHS Trust,1518,2020-06-01
RNQ,Kettering General Hospital NHS Foundation Trust,4574,2020-06-01
RT5,Leicestershire Partnership NHS Trust,784,2020-06-01
DAY01,LLR Provider Company,781,2020-06-01
RRE,Midlands Partnership NHS Foundation Trust,137,2020-06-01
RNS,Northampton General Hospital NHS Trust,8542,2020-06-01
RX1,Nottingham University Hospitals NHS Trust,17678,2020-06-01
NT213,"Nuffield Health, Derby Hospital",3,2020-06-01
NT219,"Nuffield Health, Hereford Hospital",0,2020-06-01
NT226,"Nuffield Health, Leicester Hospital",0,2020-06-01
NT230,"Nuffield Health, North Staffordshire Hospital",0,2020-06-01
NT235,"Nuffield Health, Shrewsbury Hospital",4,2020-06-01
NT224,"Nuffield Health, Warwickshire Hospital",2,2020-06-01
NT242,"Nuffield Health, Wolverhampton Hospital",1,2020-06-01
NXV,Physiological Measurements Ltd,6927,2020-06-01
NVC17,Rowley Hall Hospital,15,2020-06-01
RXK,Sandwell and West Birmingham Hospitals NHS Trust,13810,2020-06-01
NXX,Scrivens Ltd,953,2020-06-01
RK5,Sherwood Forest Hospitals NHS Foundation Trust,9999,2020-06-01
RXW,Shrewsbury and Telford Hospital NHS Trust,10963,2020-06-01
R1D,Shropshire Community Health NHS Trust,432,2020-06-01
RJC,South Warwickshire NHS Foundation Trust,2760,2020-06-01
NPG11,Spamedica (Birmingham),0,2020-06-01
NPG15,Spamedica Newcastle-Under-Lyme,0,2020-06-01
NPG20,Spamedica Wolverhampton,0,2020-06-01
NYN,Specsavers Hearcare Group Ltd,469,2020-06-01
NT322,Spire Leicester Hospital,1,2020-06-01
NT321,Spire Little Aston Hospital,17,2020-06-01
NT30A,Spire Nottingham Hospital,2,2020-06-01
NT320,Spire Parkway Hospital,83,2020-06-01
NT301,Spire South Bank Hospital,96,2020-06-01
RNA,The Dudley Group NHS Foundation Trust,7124,2020-06-01
RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,1081,2020-06-01
RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,538,2020-06-01
RL4,The Royal Wolverhampton NHS Trust,10716,2020-06-01
RWD,United Lincolnshire Hospitals NHS Trust,10699,2020-06-01
RRK,University Hospitals Birmingham NHS Foundation Trust,20364,2020-06-01
RKB,University Hospitals Coventry and Warwickshire NHS Trust,8946,2020-06-01
RTG,University Hospitals of Derby and Burton NHS Foundation Trust,15868,2020-06-01
RWE,University Hospitals of Leicester NHS Trust,18906,2020-06-01
RJE,University Hospitals of North Midlands NHS Trust,18822,2020-06-01
RBK,Walsall Healthcare NHS Trust,4522,2020-06-01
NVC21,West Midlands Hospital,75,2020-06-01
NVC23,Woodland Hospital,173,2020-06-01
NVC40,Woodthorpe Hospital,28,2020-06-01
RWP,Worcestershire Acute Hospitals NHS Trust,11061,2020-06-01
RLQ,Wye Valley NHS Trust,4392,2020-06-01
NT933,Alliance Medical MRI Service - Essex,0,2020-06-01
RC9,Bedfordshire Hospitals NHS Foundation Trust,10815,2020-06-01
NVC31,Blakelands Hospital,44,2020-06-01
NT423,BMI - The Manor Hospital,1,2020-06-01
NT432,BMI - The Sandringham Hospital,0,2020-06-01
NT434,BMI - The Saxon Clinic,1,2020-06-01
NT446,BMI St Edmunds Hospital,1,2020-06-01
RGT,Cambridge University Hospitals NHS Foundation Trust,14012,2020-06-01
RYV,Cambridgeshire Community Services NHS Trust,712,2020-06-01
DK5,Cura Health Ltd,42,2020-06-01
RWH,East and North Hertfordshire NHS Trust,12404,2020-06-01
RDE,East Suffolk and North Essex NHS Foundation Trust,8656,2020-06-01
NVC06,Fitzwilliam Hospital,42,2020-06-01
NYR,Healthshare Diagnostics,4476,2020-06-01
RGP,James Paget University Hospitals NHS Foundation Trust,5400,2020-06-01
RAJ,Mid and South Essex NHS Foundation Trust,23436,2020-06-01
RD8,Milton Keynes University Hospital NHS Foundation Trust,3779,2020-06-01
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,13092,2020-06-01
NT204,"Nuffield Health, Brentwood Hospital",1,2020-06-01
NT209,"Nuffield Health, Cambridge Hospital",2,2020-06-01
NVC13,Oaks Hospital,2,2020-06-01
NVC15,Pinehill Hospital,10,2020-06-01
NQA,Provide,110,2020-06-01
NVC19,Rivers Hospital,2,2020-06-01
RGM,Royal Papworth Hospital NHS Foundation Trust,156,2020-06-01
NPG19,Spamedica Bedford,0,2020-06-01
NPG16,Spamedica Chelmsford,0,2020-06-01
NT315,Spire Bushey Hospital,25,2020-06-01
NT317,Spire Cambridge Lea Hospital,2,2020-06-01
NT316,Spire Harpenden Hospital,25,2020-06-01
NT319,Spire Hartswood Hospital,7,2020-06-01
NT313,Spire Wellesley Hospital,80,2020-06-01
NVC18,Springfield Hospital,33,2020-06-01
NDL01,Suffolk GP Federation - Woodbridge,1453,2020-06-01
RQW,The Princess Alexandra Hospital NHS Trust,7124,2020-06-01
RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",3984,2020-06-01
RWG,West Hertfordshire Hospitals NHS Trust,3016,2020-06-01
RGR,West Suffolk NHS Foundation Trust,5464,2020-06-01
RBS,Alder Hey Children's NHS Foundation Trust,183,2020-06-01
NRP,Beacon Medical Services Group Limited,1635,2020-06-01
RXL,Blackpool Teaching Hospitals NHS Foundation Trust,5068,2020-06-01
NT401,BMI - The Alexandra Hospital,48,2020-06-01
NT403,BMI - The Beardwood Hospital,27,2020-06-01
NT404,BMI - The Beaumont Hospital,10,2020-06-01
NT420,BMI - The Highfield Hospital,34,2020-06-01
NT497,BMI Gisburne Park Hospital,0,2020-06-01
NT449,BMI The Lancaster Hospital,0,2020-06-01
RMC,Bolton NHS Foundation Trust,5694,2020-06-01
RY2,Bridgewater Community Healthcare NHS Foundation Trust,616,2020-06-01
RJR,Countess of Chester Hospital NHS Foundation Trust,5812,2020-06-01
DKE,Curx Health Limited,539,2020-06-01
NEM,Diagnostic Healthcare Ltd,944,2020-06-01
RJN,East Cheshire NHS Trust,4706,2020-06-01
RXR,East Lancashire Hospitals NHS Trust,8159,2020-06-01
NVC05,Euxton Hall Hospital,54,2020-06-01
NVG01,Fairfield Hospital,86,2020-06-01
NVC07,Fulwood Hall Hospital,40,2020-06-01
NLE06,Glodwick Primary Care Centre,248,2020-06-01
NFO,Kleyn Healthcare,0,2020-06-01
RW5,Lancashire & South Cumbria NHS Foundation Trust,138,2020-06-01
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,9296,2020-06-01
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,1075,2020-06-01
REM,Liverpool University Hospitals NHS Foundation Trust,14722,2020-06-01
REP,Liverpool Women's NHS Foundation Trust,561,2020-06-01
NN5,Manchester Surgical Services Ltd,82,2020-06-01
R0A,Manchester University NHS Foundation Trust,23795,2020-06-01
C81081,Manor House Surgery,34,2020-06-01
RBT,Mid Cheshire Hospitals NHS Foundation Trust,5630,2020-06-01
NV10Y,North West Cats - Inhealth Pathway Management Centre,2064,2020-06-01
NT210,"Nuffield Health, The Grosvenor Hospital, Chester",6,2020-06-01
NVC12,Oaklands Hospital,35,2020-06-01
NV6,PDS Medical Ltd,667,2020-06-01
RW6,Pennine Acute Hospitals NHS Trust,13959,2020-06-01
NVC16,Renacres Hospital,35,2020-06-01
RM3,Salford Royal NHS Foundation Trust,9176,2020-06-01
NFB,Scan Assure Medical Ultrasound Limited,476,2020-06-01
RVY,Southport and Ormskirk Hospital NHS Trust,3074,2020-06-01
NPG13,Spamedica - Skelmersdale,0,2020-06-01
NPG02,Spamedica (Birkenhead),0,2020-06-01
NPG08,Spamedica (Bolton),0,2020-06-01
NPG01,Spamedica (Manchester),0,2020-06-01
NPG06,Spamedica Liverpool,0,2020-06-01
NPG17,Spamedica Preston,0,2020-06-01
NPG14,Spamedica Widnes,0,2020-06-01
NT324,Spire Cheshire Hospital,23,2020-06-01
NT347,Spire Fylde Coast Hospital,45,2020-06-01
NT337,Spire Liverpool Hospital,198,2020-06-01
NT327,Spire Manchester Hospital,46,2020-06-01
NT325,Spire Murrayfield Hospital,0,2020-06-01
NT339,Spire Regency Hospital,266,2020-06-01
RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,7218,2020-06-01
RWJ,Stockport NHS Foundation Trust,9390,2020-06-01
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,4896,2020-06-01
RBV,The Christie NHS Foundation Trust,392,2020-06-01
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,3,2020-06-01
NPF01,The Industrial Diagnostics Company,23,2020-06-01
RET,The Walton Centre NHS Foundation Trust,1093,2020-06-01
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,6725,2020-06-01
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,8652,2020-06-01
RY7,Wirral Community Health and Care NHS Foundation Trust,114,2020-06-01
RBL,Wirral University Teaching Hospital NHS Foundation Trust,6010,2020-06-01
RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",5556,2020-06-01
AAF,360 Care Ltd,151,2020-06-01
RCF,Airedale NHS Foundation Trust,3467,2020-06-01
RFF,Barnsley Hospital NHS Foundation Trust,5152,2020-06-01
NT440,BMI - Thornbury Hospital,16,2020-06-01
NT447,BMI The Duchy Hospital,0,2020-06-01
NT448,BMI The Huddersfield Hospital,1,2020-06-01
NT457,BMI Woodlands Hospital,35,2020-06-01
RAE,Bradford Teaching Hospitals NHS Foundation Trust,7399,2020-06-01
RWY,Calderdale and Huddersfield NHS Foundation Trust,8997,2020-06-01
NVC28,Clifton Park Hospital,0,2020-06-01
